Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Madagascar,MDG,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.60748E+11,1.02759E+12,1.1147E+12,1.3704E+12,1.5461E+12,1.7364E+12,1.45315E+12,1.78871E+12,2.09025E+12,2.22551E+12,2.57842E+12,2.97953E+12,3.17503E+12,3.50679E+12,4.34777E+12,4.51171E+12,5.17133E+12,
Maldives,MDV,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340800000,430100000,541100000,614200000,691900000,878100000,955400000,1182000000,1297900000,1545500000,1875900000,1971400000,2109400000,2345700000,2788100000,4643300000,5607800000,6560100000,7463200000,8764900000,,,,,,,,,,,
Middle East & North Africa,MEA,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,57000000,72000000,105000000,138000000,180000000,240000000,296000000,404000000,513000000,813000000,2286000000,3946000000,5769000000,10296000000,20501000000,55574000000,98252000000,1.05408E+11,1.24318E+11,1.30178E+11,1.50181E+11,1.69611E+11,1.94417E+11,2.75383E+11,3.64922E+11,4.84139E+11,5.36882E+11,6.86485E+11,8.48763E+11,,,,,,,,2.73076E+12,2.62351E+12,2.86089E+12,3.18714E+12,3.45995E+12,3.50795E+12,3.80839E+12,4.01281E+12,4.21989E+12,4.47715E+12,4.80383E+12,4.9676E+12,
Marshall Islands,MHL,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85846346,84636894,84297920,88969527,94004075,99926335,91076167,101309158,113280309,128937800,128042595,149921682.6,
Middle income,MIC,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Macedonia,MKD,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89124116170,98983464608,1.0924E+11,1.26754E+11,1.2994E+11,1.31565E+11,1.34529E+11,1.37083E+11,1.41772E+11,1.49674E+11,1.60949E+11,1.65253E+11,1.73049E+11,1.84022E+11,2.05638E+11,
Mali,MLI,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.002E+11,2.79771E+11,3.16896E+11,3.53709E+11,3.92919E+11,4.22741E+11,4.81109E+11,5.094E+11,5.25732E+11,6.20657E+11,6.75976E+11,7.49708E+11,7.6159E+11,8.66864E+11,9.1911E+11,9.51155E+11,1.0236E+12,1.1159E+12,1.17308E+12,1.30183E+12,
Malta,MLT,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,88353133.01,95364546.94,131306778.5,148870253.9,164360587,189867225.7,204076403.4,,248241323.1,313766596.8,356394130,347798742.1,351688795.7,355019799.7,369392033.5,397041695.8,430351735.4,472396925.2,1216884631,1372067671,1517592466,1688076772,1861653885,2679918472,2953566271,3115138598,3244963895,3431756348,3656452364,3975390170,4124756580,4714628465,4643652457,4836943862,5068169113,5349340787,2595717000,2571051000,2695687000,2766160000,2954638000,3126501000,3343074000,3584652000,3705467000,3969014000,4359136000,4661300000,
Myanmar,MMR,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35944E+11,3.30832E+11,3.44775E+11,,,,,,,5.40807E+12,8.14185E+12,1.07552E+13,1.23794E+13,1.22305E+13,1.51514E+13,6.39675E+12,1.55158E+13,
Middle East & North Africa (excluding high income),MNA,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,MNE,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia,MNG,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9357000000,33299000000,54387000000,76041000000,98341000000,1.52327E+11,1.73561E+11,2.04355E+11,2.74057E+11,3.06927E+11,3.36438E+11,4.49959E+11,,,9.4035E+11,1.15027E+12,1.66912E+12,1.74378E+12,2.23482E+12,3.21844E+12,4.51836E+12,4.53832E+12,5.2752E+12,5.56643E+12,6.55684E+12,6.63896E+12,7.3313E+12,,
Northern Mariana Islands,MNP,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76037811820,90491970370,1.05321E+11,,,,1.40942E+11,1.48659E+11,1.78013E+11,1.94479E+11,
Mauritania,MRT,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,317000000,534700000,719100000,1044700000,1299900000,1544800000,1896800000,2114900000,2618500000,3042400000,3297600000,3477400000,3805200000,4027000000,4547300000,5659800000,6465900000,7480000000,8358700000,9530400000,10101900000,12003500000,13241700000,14905500000,17475800000,19508000000,23716000000,24595000000,26921000000,28975700000,31890300000,36434500000,38585400000,43603300000,46725600000,51264900000,61133100000,67807300000,67452000000,71378200000,81466052000,87380200000,47949952000,1.03253E+11,1.05078E+11,1.12891E+11,1.16976E+11,
Malawi,MWI,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99529E+11,1.93562E+11,2.28365E+11,2.59448E+11,3.80251E+11,5.25998E+11,5.94565E+11,7.00213E+11,8.65026E+11,1.07956E+12,1.21453E+12,1.45497E+12
Malaysia,MYS,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47420000000,47878000000,47621000000,55894000000,58849600000,66092306000,67731000000,73813000000,89533000000,96141000000,1.05745E+11,1.20552E+11,1.50664E+11,1.54485E+11,1.49763E+11,1.79928E+11,2.03767E+11,2.09856E+11,2.17787E+11,2.15275E+11,2.09497E+11,2.17179E+11,2.30513E+11,2.62573E+11,
North America,NAC,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,NAM,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2493200000,2892900000,,,,,,,6913800000,7654536562,8849795700,9651624256,10686798294,10930737000,11744232000,12986463000,14309651461,17871938129,20602965054,23548197957,31263768465,33863034376,41624663268,50094162568,55488645963,55833767282,62847271038,59935441968,44489968449,
New Caledonia,NCL,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,25406000000,28107000000,37838000000,41184000000,53872000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,NGA,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicaragua,NIC,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102058000,1713530000,2187250000,2706030000,2936370000,3405250000,3926040000,4684890000,5615430000,7273180000,8226740000,10316000000,9083130210,10573496840,11931569820,14510000000,17918399400,20123972100,25031817260,26158250006,28045278258,32822727237,37766697235,40975749774,47579738778,55370005552,62339166346,68448285884,69240123990,69198476517,
Netherlands,NLD,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,31832682159,38153840569,46884571926,53686737366,59908064128,66374432208,73135757427,80196577590,86957902809,94980737030,99827109738,1.03244E+11,1.05304E+11,1.08889E+11,1.12637E+11,1.1251E+11,1.14915E+11,1.19399E+11,1.27063E+11,1.33842E+11,1.38512E+11,1.42464E+11,1.57598E+11,1.42038E+11,1.48981E+11,1.52842E+11,1.57683E+11,1.6488E+11,1.78285E+11,1.86872E+11,1.95917E+11,1.97975E+11,2.01367E+11,2.19071E+11,2.28538E+11,2.41577E+11,2.58489E+11,2.65681E+11,2.67137E+11,2.6967E+11,2.73525E+11,2.75013E+11,2.75616E+11,2.76171E+11,2.79001E+11,2.91597E+11,3.03388E+11,
Norway,NOR,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,32395000000,36665000000,42513000000,49838000000,61280000000,70191000000,81362000000,90218000000,1.03896E+11,1.19073E+11,1.34281E+11,1.48816E+11,1.62079E+11,1.76885E+11,1.97157E+11,2.21364E+11,2.40568E+11,2.60409E+11,2.85658E+11,3.05175E+11,3.23054E+11,3.33719E+11,3.44167E+11,3.65571E+11,3.79543E+11,3.92619E+11,4.17683E+11,4.43982E+11,4.82347E+11,5.10784E+11,5.87277E+11,6.05584E+11,6.30404E+11,6.61903E+11,7.13871E+11,7.55315E+11,8.04325E+11,8.63965E+11,9.04711E+11,9.5936E+11,1.00616E+12,1.05669E+12,1.12579E+12,1.1942E+12,1.23827E+12,1.28586E+12,1.33124E+12,1.39191E+12,
Nepal,NPL,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78345700000,,,,,,1.86493E+11,2.17323E+11,2.43348E+11,2.47374E+11,3.03244E+11,3.39062E+11,3.71069E+11,5.18617E+11,6.9692E+11,8.3746E+11,
Nauru,NRU,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93693875.92,97062149.63,118978268,131331424.7,132566734.4,,
New Zealand,NZL,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,2040000000,2398000000,2797000000,3578000000,3980000000,4910000000,6057000000,7004000000,8419000000,10623000000,12364000000,13532000000,15531000000,17438000000,21715000000,26798000000,27484000000,,,,,,,,,,,,,40610300000,41535431000,45109683000,47042287000,50487166000,53984000000,58448000000,61816000000,66326750000,69609640000,85395410000,76189090000,77036120000,78528700000,80544230000,83383180000,86988430000,90946140000,97201060000,
OECD members,OED,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oman,OMN,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other small states,OSS,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,PAN,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6639901345,7807172944,8184284129,8968427717,9149718249,,
Peru,PER,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,45,56,63,93,128,162,306,478,983,1590,2499,5171,10629,28189,51636,98453,510000,11738000,1063710000,3892000000,7715000000,10607000000,15211000000,21048200000,23120700000,25753600000,27516600000,30265700000,33265900000,33300200000,33939500000,36312397000,39622788000,45185305000,49571543010,58003180437,62867331578,67269703737,74280661107,83388533341,91045837874,1.03049E+11,1.16924E+11,1.24314E+11,1.24275E+11,1.3772E+11,1.44263E+11,1.56148E+11,
Philippines,PHL,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.80587E+11,1.99598E+11,2.19004E+11,2.34563E+11,,,,,,,5.80677E+11,6.59042E+11,7.06523E+11,7.69191E+11,8.11808E+11,9.768E+11,9.54699E+11,9.99699E+11,1.09335E+12,1.21741E+12,1.29653E+12,1.37168E+12,1.49821E+12,1.59154E+12,1.69333E+12,1.87922E+12,2.03306E+12,2.25388E+12,2.59595E+12,2.89567E+12,
Palau,PLW,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101068437,96160015,94056422,104594725,115711490,109842821,112960471,112242562,123488469.1,120749663,117276323,124319424.2,
Papua New Guinea,PNG,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,958290000,1081740000,1226870000,1459390000,1494047000,1520095000,1751953000,1931282000,1878870000,2589410000,2925319000,2799006000,2575156000,,,,,,,,,,,,12426600000,12165945050,11958899961,12026258632,14538924766,16050370358,
Poland,POL,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,378340000,469870000,538570000,670140000,1128840000,,,,,,90594000000,1.4451E+11,2.05678E+11,2.11603E+11,2.37372E+11,2.60192E+11,2.85863E+11,3.10594E+11,3.2146E+11,3.43355E+11,3.53761E+11,3.67105E+11,3.93483E+11,4.17331E+11,4.62059E+11,5.05129E+11,5.29504E+11,5.44717E+11,5.68674E+11,5.88068E+11,5.99638E+11,6.17544E+11,6.49187E+11,6.83976E+11,7.09752E+11,7.8141E+11,
Pre-demographic dividend,PRE,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",PRK,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,585089933.3,795083847.9,,1346754322,1687433286,2248082122,2904001357,3519019164,4636825251,5434403089,7737851777,9731048174,10201998184,12053670654,14826268692,18091898525,22335671033,25995351204,28380602747,28865434303,32742906000,34718695000,36674519000,41476856000,44361273000,47838012000,51715828000,54944059000,58165404000,61523337000,65640793000,66694624000,68900339000,72183697000,76618254000,78949535000,77959406000,74383310000,77358825000,82088759000,78635955000,76703128000,81155274000,80235581000,82526865000,
Paraguay,PRY,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1452E+12,9.358E+12,1.03191E+13,1.16135E+13,1.39648E+13,1.52835E+13,1.85111E+13,2.31204E+13,2.41323E+13,2.65031E+13,3.04758E+13,3.15599E+13,3.16986E+13,3.71931E+13,3.99743E+13,
West Bank and Gaza,PSE,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific island small states,PSS,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,PST,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,PYF,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,ROU,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,27370000,24814000,23141000,21143000,23528000,33962000,35584000,34335000,31356000,31997000,28606000,72488000,230606000,599039000,1481703000,1983400000,2961100000,7280000000,11353000000,18332200000,27075900000,37952600000,47175500000,59394400000,75266000000,88151200000,1.0715E+11,1.39402E+11,1.72512E+11,1.82787E+11,1.86754E+11,1.95671E+11,1.98316E+11,2.00747E+11,2.16793E+11,2.36379E+11,2.43903E+11,2.70769E+11,3.14054E+11,3.57588E+11,
Russian Federation,RUS,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65195E+11,1.65195E+11,,,6.58498E+11,9.78446E+11,1.54609E+12,2.03543E+12,2.44068E+12,3.04401E+12,3.67342E+12,4.31074E+12,5.249E+12,7.6491E+12,8.8878E+12,1.24606E+13,1.2678E+13,1.40366E+13,1.64782E+13,1.7959E+13,2.09127E+13,2.54643E+13,2.65653E+13,2.82053E+13,3.00619E+13,3.24594E+13,
Rwanda,RWA,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27034000000,29864000000,40670000000,,,,,,,,,,,,,,,,,,,,,,9.79319E+11,1.04143E+12,1.26363E+12,1.43673E+12,1.5508E+12,1.80065E+12,
South Asia,SAS,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,SAU,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.83996E+11,5.83895E+11,7.1333E+11,7.31873E+11,8.2116E+11,7.90979E+11,6.96358E+11,7.22206E+11,8.90849E+11,8.90325E+11,
Sudan,SDN,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530090000,2047480000,,,,,,,,,,21025900000,24162100000,,26272100000,36178400000,50380100000,54854200000,62195000000,,,,
Senegal,SEN,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92297E+12,2.066E+12,2.4125E+12,2.54839E+12,,
Singapore,SGP,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,1245000000,1439000000,1695000000,2085000000,2324000000,2684000000,2816000000,3259000000,3964000000,5419000000,5497000000,6283000000,7840000000,7336000000,9265000000,12300000000,10140000000,10762000000,12030000000,14042000000,14047000000,14273000000,12289000000,14844000000,21948000000,20265000000,22557000000,21605000000,26032000000,29232000000,26753000000,27112000000,27983000000,26790000000,30835000000,33130000000,39735000000,40393678000,40587400000,44879000000,45668400000,47629000000,52465900000,67435700000,63661388045,67809000000,74685742747,72715945026,
Solomon Islands,SLB,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2032298199,2204910647,2863982695,2970876795,3175287463,3261355111,3505010828,3542839207,3835826961,4026481327
Sierra Leone,SLE,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,SLV,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1311490000,1606430000,1770100000,2821300000,2561000000,2297100000,2692500000,3009500000,3604700000,3494600000,4092300000,4550600000,4454400000,5048607005,4897900000,5057000000,5144469296,5335315501,5614323795,6205827441,6434200000,6655600000,
San Marino,SMR,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.002E+11,,,,,,,436881158,407247391.3,458818372.8,433097403.6,445704201.9,486217116.9,501880824.5,533870739.4,529154889,544546919.8,557688703.9,581845576.6,574857015.6,578726951.2,596776477.9,585848914,621879131,637481521,
Somalia,SOM,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239219913.7,258651656.4,300717013.8,
Serbia,SRB,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.67589E+11,1.04362E+12,1.09508E+12,1.18845E+12,1.28099E+12,1.40566E+12,1.68122E+12,1.77634E+12,1.75489E+12,1.77569E+12,1.79042E+12,1.86097E+12,2.02633E+12,
Sub-Saharan Africa (excluding high income),SSA,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,SSD,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,SSF,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small states,SST,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,SUR,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9076924000,11479999000,11013587000,11674139000,13414899000,16508816000,15037191000,16475680000,16363552000,17149787000,19390708000,20834479000,22019026000,23883702000,26866772000,27155642000,27975664000,28848428000,29872246000,30660569000,32692665000,32905755000,32830383000,35018965000,37719159000,
Slovenia,SVN,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1557336004,2278834919,2937322651,,,,,,,,9855837000,10672500000,11337646000,12051172000,12563063000,12970393000,14469337000,15436487000,15754679000,16608696000,15717541000,19588517000,16769909000,16724514000,16664266000,16760562000,17344245000,18171896000,
Sweden,SWE,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,53640000000,59540000000,70830000000,84400000000,1.0372E+11,1.2577E+11,1.5044E+11,1.7708E+11,2.0243E+11,2.3925E+11,2.6661E+11,3.1315E+11,3.4039E+11,3.8103E+11,4.0008E+11,4.1473E+11,4.3798E+11,4.7755E+11,5.4513E+11,6.0744E+11,6.5749E+11,7.3289E+11,7.4132E+11,8.12006E+11,7.84947E+11,7.84436E+11,8.06783E+11,8.24795E+11,8.31647E+11,8.32171E+11,8.74143E+11,9.11783E+11,9.2175E+11,9.69401E+11,9.93977E+11,1.03423E+12,1.07676E+12,1.12384E+12,1.1808E+12,1.19901E+12,1.22619E+12,1.28144E+12,1.31885E+12,1.37004E+12,1.41236E+12,1.46462E+12,1.53127E+12,1.5749E+12,
Eswatini,SWZ,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,520500000,566600000,644100000,687900000,814000000,,,,1190100000,1163000000,1133700000,1286600000,1423800000,1475200000,1478600000,1515100000,,,,,1541103908,1897000000,2198049328,2280603951,3066598440,3352447021,3470492204,4035620526,4427418128,4980109481,5346133767,6336804037,6855283524,7053065380,,
Syrian Arab Republic,SYR,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),TEC,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,TGO,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56618E+11,1.79012E+11,1.99734E+11,2.09559E+11,1.9614E+11,2.34135E+11,2.40659E+11,2.7618E+11,3.45967E+11,3.81589E+11,3.64751E+11,4.39811E+11,4.89681E+11,4.26974E+11,5.32138E+11,5.48863E+11,
Thailand,THA,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,21235000000,26478000000,28855000000,37984000000,45207000000,49673000000,63612000000,78097000000,1.01782E+11,1.17305E+11,1.37492E+11,1.49048E+11,1.61515E+11,1.79758E+11,1.84882E+11,1.93706E+11,2.04365E+11,2.32395E+11,2.57173E+11,2.92276E+11,3.25648E+11,3.69998E+11,4.14096E+11,4.55792E+11,5.18832E+11,6.23268E+11,7.73689E+11,9.36374E+11,6.84625E+11,8.41488E+11,1.16496E+12,9.38395E+11,1.07733E+12,1.16615E+12,1.26555E+12,1.50223E+12,1.6559E+12,1.77834E+12,1.88185E+12,2.19551E+12,2.30114E+12,2.46598E+12,2.55408E+12,2.56763E+12,2.76192E+12,2.84675E+12,3.01309E+12,3.02936E+12,
Tajikistan,TJK,Expense (current LCU),GC.XPN.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116462000,134602000,160005000,243089000,,531775000,847846000,,,,,,,,,,,,,,,,
